"year","country","v2lgqugen","v2xeg_eqprotec","regime_type","v2elloelsy","Actor1Type","Target1Type","EventViolence"
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,4,1
1997,"Algeria",0,0.718,-3,8,4,1,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,4,1,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,3,1,0
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,3,1
1997,"Algeria",0,0.718,-3,8,4,3,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,1,4,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,3,1,0
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,1,3,1
1997,"Algeria",0,0.718,-3,8,1,3,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
1997,"Algeria",0,0.718,-3,8,4,2,1
2002,"Algeria",0,0.718,-3,8,4,4,1
2002,"Algeria",0,0.718,-3,8,4,2,1
2002,"Algeria",0,0.718,-3,8,3,1,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,1,2,1
2002,"Algeria",0,0.718,-3,8,1,2,1
2002,"Algeria",0,0.718,-3,8,1,2,1
2002,"Algeria",0,0.718,-3,8,1,2,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,1,5,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,1,5,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,1,2,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,3,1,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,4,1,1
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,4,1,1
2002,"Algeria",0,0.718,-3,8,4,2,1
2002,"Algeria",0,0.718,-3,8,4,2,1
2002,"Algeria",0,0.718,-3,8,4,2,1
2002,"Algeria",0,0.718,-3,8,4,2,1
2002,"Algeria",0,0.718,-3,8,4,2,1
2002,"Algeria",0,0.718,-3,8,1,4,1
2002,"Algeria",0,0.718,-3,8,4,1,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,1,4,1
2002,"Algeria",0,0.718,-3,8,4,2,1
2002,"Algeria",0,0.718,-3,8,1,4,1
2002,"Algeria",0,0.718,-3,8,1,4,1
2002,"Algeria",0,0.718,-3,8,1,4,1
2002,"Algeria",0,0.718,-3,8,1,4,0
2002,"Algeria",0,0.718,-3,8,4,1,1
2002,"Algeria",0,0.718,-3,8,1,4,1
2002,"Algeria",0,0.718,-3,8,4,1,1
2002,"Algeria",0,0.718,-3,8,4,2,1
2002,"Algeria",0,0.718,-3,8,1,2,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,4,1,1
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,3,3,0
2002,"Algeria",0,0.718,-3,8,4,2,1
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,2,1,0
2002,"Algeria",0,0.718,-3,8,2,1,1
2002,"Algeria",0,0.718,-3,8,3,3,0
2007,"Algeria",0,0.726,2,8,4,2,1
2007,"Algeria",0,0.726,2,8,4,1,1
2007,"Algeria",0,0.726,2,8,4,1,1
2007,"Algeria",0,0.726,2,8,1,4,1
2007,"Algeria",0,0.726,2,8,1,4,1
2007,"Algeria",0,0.726,2,8,4,2,1
2007,"Algeria",0,0.726,2,8,4,2,1
2007,"Algeria",0,0.726,2,8,2,2,0
2007,"Algeria",0,0.726,2,8,1,2,0
2007,"Algeria",0,0.726,2,8,1,2,0
2011,"Algeria",3,0.729,2,8,1,3,0
2012,"Algeria",3,0.729,2,8,2,1,0
2012,"Angola",1,0.083,-2,8,2,1,0
2012,"Angola",1,0.083,-2,8,1,2,1
1997,"Argentina",3,0.762,7,7,4,3,1
2003,"Argentina",3,0.762,8,8,2,2,1
2005,"Argentina",3,0.762,8,8,2,1,0
1995,"Armenia",0,0.796,1,5,3,1,0
1995,"Armenia",0,0.796,1,5,2,1,0
1995,"Armenia",0,0.796,1,5,2,3,1
1995,"Armenia",0,0.796,1,5,2,1,0
1995,"Armenia",0,0.796,1,5,2,1,0
1995,"Armenia",0,0.796,1,5,1,5,1
1999,"Armenia",0,0.789,5,5,2,1,0
1999,"Armenia",0,0.789,5,5,1,3,0
1999,"Armenia",0,0.789,5,5,3,1,0
1999,"Armenia",0,0.789,5,5,3,3,1
2003,"Armenia",1,0.753,5,5,1,2,0
2003,"Armenia",1,0.753,5,5,2,3,1
2003,"Armenia",1,0.753,5,5,2,1,0
2003,"Armenia",1,0.753,5,5,1,2,0
2003,"Armenia",1,0.753,5,5,1,3,0
2003,"Armenia",1,0.753,5,5,2,1,1
2003,"Armenia",1,0.753,5,5,1,3,0
2003,"Armenia",1,0.753,5,5,2,1,0
2003,"Armenia",1,0.753,5,5,2,1,0
2003,"Armenia",1,0.753,5,5,2,1,0
2003,"Armenia",1,0.753,5,5,2,1,0
2003,"Armenia",1,0.753,5,5,2,1,0
2003,"Armenia",1,0.753,5,5,2,1,0
2003,"Armenia",1,0.753,5,5,2,1,0
2003,"Armenia",1,0.753,5,5,1,3,0
2003,"Armenia",1,0.753,5,5,3,1,0
2003,"Armenia",1,0.753,5,5,2,1,0
2003,"Armenia",1,0.753,5,5,2,1,1
2003,"Armenia",1,0.753,5,5,3,1,0
2003,"Armenia",1,0.753,5,5,2,1,0
2003,"Armenia",1,0.753,5,5,3,1,1
2003,"Armenia",1,0.753,5,5,3,1,1
2003,"Armenia",1,0.753,5,5,3,1,0
2006,"Armenia",3,0.744,5,5,1,3,0
2007,"Armenia",3,0.744,5,5,2,1,0
2007,"Armenia",3,0.744,5,5,3,1,1
2007,"Armenia",3,0.744,5,5,2,1,0
2007,"Armenia",3,0.744,5,5,3,1,0
2012,"Armenia",3,0.748,5,6,2,1,0
1995,"Azerbaijan",0,0.705,-6,5,3,1,0
1995,"Azerbaijan",0,0.705,-6,5,3,1,0
1995,"Azerbaijan",0,0.705,-6,5,1,3,0
1995,"Azerbaijan",0,0.705,-6,5,2,3,1
1995,"Azerbaijan",0,0.705,-6,5,2,1,0
2000,"Azerbaijan",0,0.704,-7,0,2,5,0
2000,"Azerbaijan",0,0.704,-7,0,3,1,0
2000,"Azerbaijan",0,0.704,-7,0,1,3,0
2000,"Azerbaijan",0,0.704,-7,0,2,1,0
2000,"Azerbaijan",0,0.704,-7,0,2,1,0
2000,"Azerbaijan",0,0.704,-7,0,3,5,1
2000,"Azerbaijan",0,0.704,-7,0,2,5,0
2000,"Azerbaijan",0,0.704,-7,0,2,5,0
2000,"Azerbaijan",0,0.704,-7,0,3,5,1
2000,"Azerbaijan",0,0.704,-7,0,2,5,0
2000,"Azerbaijan",0,0.704,-7,0,2,3,1
2000,"Azerbaijan",0,0.704,-7,0,2,5,0
2000,"Azerbaijan",0,0.704,-7,0,2,5,0
2000,"Azerbaijan",0,0.704,-7,0,2,1,0
2000,"Azerbaijan",0,0.704,-7,0,2,1,0
2000,"Azerbaijan",0,0.704,-7,0,2,1,0
2000,"Azerbaijan",0,0.704,-7,0,2,1,1
2000,"Azerbaijan",0,0.704,-7,0,2,1,0
2000,"Azerbaijan",0,0.704,-7,0,2,1,0
2000,"Azerbaijan",0,0.704,-7,0,1,2,0
2000,"Azerbaijan",0,0.704,-7,0,2,5,1
2000,"Azerbaijan",0,0.704,-7,0,2,1,0
2000,"Azerbaijan",0,0.704,-7,0,1,3,0
2000,"Azerbaijan",0,0.704,-7,0,2,1,0
2000,"Azerbaijan",0,0.704,-7,0,2,1,0
2000,"Azerbaijan",0,0.704,-7,0,1,3,0
2000,"Azerbaijan",0,0.704,-7,0,2,1,0
2005,"Azerbaijan",0,0.704,-7,0,2,3,1
2005,"Azerbaijan",0,0.704,-7,0,2,1,0
2005,"Azerbaijan",0,0.704,-7,0,2,1,0
2005,"Azerbaijan",0,0.704,-7,0,2,1,0
2005,"Azerbaijan",0,0.704,-7,0,2,1,0
2005,"Azerbaijan",0,0.704,-7,0,2,3,0
2005,"Azerbaijan",0,0.704,-7,0,1,3,0
2005,"Azerbaijan",0,0.704,-7,0,2,1,0
2005,"Azerbaijan",0,0.704,-7,0,2,1,0
2005,"Azerbaijan",0,0.704,-7,0,1,2,0
2005,"Azerbaijan",0,0.704,-7,0,2,1,1
2005,"Azerbaijan",0,0.704,-7,0,2,1,0
2005,"Azerbaijan",0,0.704,-7,0,2,1,0
2005,"Azerbaijan",0,0.704,-7,0,2,1,0
2005,"Azerbaijan",0,0.704,-7,0,2,1,0
